Feature,Comp1_Loading,Comp2_Loading
867.03866_1.2674,0.036714105510327666,-0.0073416164999042435
552.95047_1.3119,0.03729580399381635,0.008382570321893419
214.87942_1.2784,-0.006766665478454269,0.004340449970991206
873.08796_1.2905,0.03814763772777679,-0.00515442235094172
436.04023_1.2912,0.03984864545515062,0.0020676631721747926
535.96527_1.2883,0.03756457392116699,-0.006638944309612623
438.03488_1.2906,0.03913192875201344,-0.00129737733832107
925.99962_1.2923,0.03829117362928651,-0.005429796497413042
895.06983_1.2918,0.03847528355909844,-0.008020852144594621
249.90617_1.2966,0.0214165069533582,0.0060129623127992155
599.97827_1.3018,0.019551462178686634,0.020971712468491322
277.93607_1.1354,-1.9079079775598622e-4,-0.05371232897122074
440.03111_1.2974,0.031628113326143514,0.01347003474552817
614.94244_1.3054,0.030422581409852024,0.008756196613258114
522.02042_1.3093,0.019010626518953556,-0.019495142543447815
523.0124_1.3005,0.03607100725750951,-0.015941961233614483
521.01751_1.3031,0.028944916890813684,0.0041114623168823534
551.94702_1.305,0.04064281240767974,0.0042300750730058755
553.94168_1.3112,0.037143864031980806,-0.006443002458128648
615.94948_1.3117,0.022696708043568818,0.010481349826424966
206.90948_1.3167,-0.024343401036459596,0.005046415560166457
488.95118_1.3169,0.03630633291581818,-0.011819597740203504
617.95078_1.3205,0.03970591260287915,0.009293996078237448
248.89303_1.3286,0.004750481119966065,0.002220052133700053
344.90149_1.3311,0.028316839857999754,0.0038363768141295453
241.89849_1.333,-0.02476000272402158,0.031682085742092664
258.90089_1.3337,0.012024112621753753,0.033585630983005724
256.90582_1.335,0.013700342309610647,0.015539275769035342
250.89122_1.3324,0.008402767641006802,0.00700055651895993
286.89594_1.3387,0.015185323351456307,0.03046294957893906
284.90061_1.3387,0.016215847933952945,0.027963569930560185
305.8905_1.3369,-0.00226975671727656,0.033536511559540454
303.88608_1.3394,-0.0019393066241024314,0.03397060820118553
301.89082_1.3419,-0.0018025733966618859,0.03471421642826468
